date,product_code,product,variant,sold_quantity
2020-10-01,A2021150503,"AQ MB Lito 2","Plus 2",179
2020-10-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",1036
2020-10-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1111
2020-10-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",352
2020-10-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",979
2020-10-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",600
2020-10-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",860
2020-10-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",368
2020-10-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",584
2020-10-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",817
2020-10-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",979
2020-10-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",992
2020-10-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",308
2020-10-01,A2319150301,"AQ Gamers Ms","Standard 1",297
2020-10-01,A2319150302,"AQ Gamers Ms","Standard 2",1333
2020-10-01,A2319150303,"AQ Gamers Ms","Plus 1",906
2020-10-01,A2319150304,"AQ Gamers Ms","Plus 2",1179
2020-10-01,A2319150305,"AQ Gamers Ms","Premium 1",571
2020-10-01,A2319150306,"AQ Gamers Ms","Premium 2",787
2020-10-01,A2419150401,"AQ Lite Ms","Standard 1",397
2020-10-01,A2419150402,"AQ Lite Ms","Standard 2",273
2020-10-01,A2419150403,"AQ Lite Ms","Plus 1",784
2020-10-01,A2419150404,"AQ Lite Ms","Plus 2",324
2020-10-01,A2419150405,"AQ Lite Ms","Premium 1",708
2020-10-01,A2420150406,"AQ Lite Ms","Premium 2",465
2020-10-01,A2520150501,"AQ Maxima Ms","Standard 1",511
2020-10-01,A2520150502,"AQ Maxima Ms","Standard 2",779
2020-10-01,A2520150503,"AQ Maxima Ms","Plus 1",833
2020-10-01,A2520150504,"AQ Maxima Ms","Plus 2",1133
2020-10-01,A2520150505,"AQ Maxima Ms","Premium 1",727
2020-10-01,A2520150506,"AQ Maxima Ms","Premium 2",776
2020-10-01,A2620150601,"AQ Qwerty Ms","Standard 1",160
2020-10-01,A2620150602,"AQ Qwerty Ms","Standard 2",1176
2020-10-01,A2620150603,"AQ Qwerty Ms","Plus 1",138
2020-10-01,A2620150604,"AQ Qwerty Ms","Plus 2",884
2020-10-01,A2620150605,"AQ Qwerty Ms","Premium 1",1136
2020-10-01,A2620150606,"AQ Qwerty Ms","Premium 2",1071
2020-10-01,A2720150701,"AQ Trigger Ms","Standard 1",1236
2020-10-01,A2721150702,"AQ Trigger Ms","Standard 2",276
2020-10-01,A2721150703,"AQ Trigger Ms","Plus 1",1090
2020-10-01,A2721150704,"AQ Trigger Ms","Plus 2",560
2020-10-01,A2721150705,"AQ Trigger Ms","Premium 1",654
2020-10-01,A2721150706,"AQ Trigger Ms","Premium 2",241
2020-10-01,A2821150801,"AQ Lumina Ms","Standard 1",438
2020-10-01,A2918150101,"AQ Master wired x1","Standard 1",757
2020-10-01,A2918150102,"AQ Master wired x1","Standard 2",849
2020-10-01,A2918150103,"AQ Master wired x1","Plus 1",247
2020-10-01,A2918150104,"AQ Master wired x1","Plus 2",622
2020-10-01,A2918150105,"AQ Master wired x1","Premium 1",664
2020-10-01,A2918150106,"AQ Master wired x1","Premium 2",680
2020-10-01,A3018150201,"AQ Master wireless x1","Standard 1",650
2020-10-01,A3018150202,"AQ Master wireless x1","Standard 2",627
2020-10-01,A3018150203,"AQ Master wireless x1","Plus 1",856
2020-10-01,A3019150204,"AQ Master wireless x1","Plus 2",888
2020-10-01,A3019150205,"AQ Master wireless x1","Premium 1",696
2020-10-01,A3019150206,"AQ Master wireless x1","Premium 2",288
2020-10-01,A3119150301,"AQ Gamers ","Standard 1",1085
2020-10-01,A3119150302,"AQ Gamers ","Standard 2",796
2020-10-01,A3119150303,"AQ Gamers ","Plus 1",698
2020-10-01,A3120150304,"AQ Gamers ","Plus 2",583
2020-10-01,A3120150305,"AQ Gamers ","Premium 1",888
2020-10-01,A3120150306,"AQ Gamers ","Premium 2",746
2020-10-01,A3220150401,"AQ Lite","Standard 1",851
2020-10-01,A3220150402,"AQ Lite","Standard 2",947
2020-10-01,A3220150403,"AQ Lite","Plus 1",654
2020-10-01,A3220150404,"AQ Lite","Plus 2",554
2020-10-01,A3220150405,"AQ Lite","Premium 1",1089
2020-10-01,A3220150406,"AQ Lite","Premium 2",760
2020-10-01,A3320150501,"AQ Maxima","Standard 1",279
2020-10-01,A3320150502,"AQ Maxima","Standard 2",567
2020-10-01,A3320150503,"AQ Maxima","Plus 1",197
2020-10-01,A3320150504,"AQ Maxima","Plus 2",522
2020-10-01,A3320150505,"AQ Maxima","Premium 1",561
2020-10-01,A3320150506,"AQ Maxima","Premium 2",988
2020-10-01,A3420150601,"AQ Qwerty","Standard 1",371
2020-10-01,A3420150602,"AQ Qwerty","Standard 2",908
2020-10-01,A3421150603,"AQ Qwerty","Plus 1",272
2020-10-01,A3421150604,"AQ Qwerty","Plus 2",700
2020-10-01,A3421150605,"AQ Qwerty","Premium 1",963
2020-10-01,A3421150606,"AQ Qwerty","Premium 2",773
2020-10-01,A3521150701,"AQ Trigger","Standard 1",183
2020-10-01,A3521150702,"AQ Trigger","Standard 2",888
2020-10-01,A3521150703,"AQ Trigger","Plus 1",819
2020-10-01,A3521150704,"AQ Trigger","Plus 2",718
2020-10-01,A3521150705,"AQ Trigger","Premium 1",165
2020-10-01,A3718150101,"AQ LION x1",Standard,42
2020-10-01,A3718150102,"AQ LION x1","Plus 1 ",38
2020-10-01,A3718150103,"AQ LION x1","Plus 2",102
2020-10-01,A3718150105,"AQ LION x1",Premium,54
2020-10-01,A3818150201,"AQ LION x2",Standard,67
2020-10-01,A3818150202,"AQ LION x2","Plus 1 ",19
2020-10-01,A3819150203,"AQ LION x2","Plus 2",96
2020-10-01,A3819150204,"AQ LION x2","Plus 3",51
2020-10-01,A3819150205,"AQ LION x2",Premium,48
2020-10-01,A3920150301,"AQ LION x3",Standard,94
2020-10-01,A3920150302,"AQ LION x3","Plus 1 ",104
2020-10-01,A3920150303,"AQ LION x3","Plus 2",84
2020-10-01,A3920150304,"AQ LION x3","Plus 3",26
2020-10-01,A3920150305,"AQ LION x3",Premium,108
2020-10-01,A4020150401,"AQ Mx NB",Standard,32
2020-10-01,A4020150402,"AQ Mx NB","Plus 1 ",30
2020-10-01,A4021150403,"AQ Mx NB","Plus 2",62
2020-10-01,A4021150404,"AQ Mx NB","Plus 3",82
2020-10-01,A4021150405,"AQ Mx NB",Premium,94
2020-10-01,A4118110105,"AQ Aspiron","Plus Blue",38
2020-10-01,A4118110106,"AQ Aspiron","Plus Red",48
2020-10-01,A4118110107,"AQ Aspiron","Premium Black",44
2020-10-01,A4218110201,"AQ Digit","Standard Grey",48
2020-10-01,A4218110202,"AQ Digit","Standard Blue",48
2020-10-01,A4218110203,"AQ Digit","Standard Red",50
2020-10-01,A4218110204,"AQ Digit","Plus Grey",28
2020-10-01,A4218110205,"AQ Digit","Plus Blue",44
2020-10-01,A4218110206,"AQ Digit","Plus Red",19
2020-10-01,A4218110207,"AQ Digit","Premium Black",37
2020-10-01,A4218110208,"AQ Digit","Premium Misty Green",35
2020-10-01,A4318110301,"AQ Velocity","Standard Grey",45
2020-10-01,A4319110302,"AQ Velocity","Standard Blue",24
2020-10-01,A4319110303,"AQ Velocity","Standard Red",14
2020-10-01,A4319110304,"AQ Velocity","Plus Grey",44
2020-10-01,A4319110305,"AQ Velocity","Plus Blue",36
2020-10-01,A4319110306,"AQ Velocity","Plus Red",38
2020-10-01,A4419110401,"AQ Elite","Standard Grey",30
2020-10-01,A4419110402,"AQ Elite","Standard Blue",12
2020-10-01,A4419110403,"AQ Elite","Standard Red",11
2020-10-01,A4419110404,"AQ Elite","Plus Grey",40
2020-10-01,A4419110405,"AQ Elite","Plus Blue",38
2020-10-01,A4419110406,"AQ Elite","Plus Red",10
2020-10-01,A4419110407,"AQ Elite","Premium Black",21
2020-10-01,A4419110408,"AQ Elite","Premium Misty Green",24
2020-10-01,A4519110501,"AQ Gen X","Standard Grey",9
2020-10-01,A4519110502,"AQ Gen X","Standard Blue",36
2020-10-01,A4519110503,"AQ Gen X","Standard Red",42
2020-10-01,A4520110504,"AQ Gen X","Plus Grey",35
2020-10-01,A4520110505,"AQ Gen X","Plus Blue",26
2020-10-01,A4520110506,"AQ Gen X","Plus Red",24
2020-10-01,A4520110507,"AQ Gen X","Premium Black",15
2020-10-01,A4520110508,"AQ Gen X","Premium Misty Green",43
2020-10-01,A4620110601,"AQ Gen Y","Standard Grey",21
2020-10-01,A4620110602,"AQ Gen Y","Standard Blue",31
2020-10-01,A4620110603,"AQ Gen Y","Standard Red",14
2020-10-01,A4620110604,"AQ Gen Y","Plus Grey",37
2020-10-01,A4620110605,"AQ Gen Y","Plus Blue",14
2020-10-01,A4620110606,"AQ Gen Y","Plus Red",35
2020-10-01,A4620110607,"AQ Gen Y","Premium Black",31
2020-10-01,A4620110608,"AQ Gen Y","Premium Misty Green",11
2020-10-01,A4720110701,"AQ GEN Z","Standard Grey",35
2020-10-01,A4720110702,"AQ GEN Z","Standard Blue",18
2020-10-01,A4721110703,"AQ GEN Z","Standard Red",34
2020-10-01,A4721110704,"AQ GEN Z","Plus Grey",44
2020-10-01,A4721110705,"AQ GEN Z","Plus Blue",36
2020-10-01,A4918110101,"AQ BZ 101","Standard Grey",18
2020-10-01,A4918110102,"AQ BZ 101","Standard Blue",29
2020-10-01,A4918110103,"AQ BZ 101","Premium Black",15
2020-10-01,A4918110104,"AQ BZ 101","Premium Misty Green",33
2020-10-01,A5018110201,"AQ BZ Compact","Standard Grey",16
2020-10-01,A5018110202,"AQ BZ Compact","Standard Blue",11
2020-10-01,A5018110203,"AQ BZ Compact","Standard Red",37
2020-10-01,A5018110204,"AQ BZ Compact","Plus Grey",14
2020-10-01,A5018110205,"AQ BZ Compact","Plus Blue",32
2020-10-01,A5018110206,"AQ BZ Compact","Plus Red",9
2020-10-01,A5018110207,"AQ BZ Compact","Premium Black",32
2020-10-01,A5019110208,"AQ BZ Compact","Premium Misty Green",36
2020-10-01,A5119110301,"AQ BZ Gen Y","Standard Grey",11
2020-10-01,A5119110302,"AQ BZ Gen Y","Standard Blue",22
2020-10-01,A5119110303,"AQ BZ Gen Y","Standard Red",11
2020-10-01,A5119110305,"AQ BZ Gen Y","Plus Blue",36
2020-10-01,A5119110306,"AQ BZ Gen Y","Plus Red",26
2020-10-01,A5119110307,"AQ BZ Gen Y","Premium Black",27
2020-10-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",7
2020-10-01,A5219110401,"AQ BZ Gen Z","Standard Grey",30
2020-10-01,A5219110402,"AQ BZ Gen Z","Standard Blue",34
2020-10-01,A5219110403,"AQ BZ Gen Z","Standard Red",16
2020-10-01,A5219110405,"AQ BZ Gen Z","Plus Blue",37
2020-10-01,A5219110406,"AQ BZ Gen Z","Plus Red",9
2020-10-01,A5219110407,"AQ BZ Gen Z","Premium Black",25
2020-10-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",36
2020-10-01,A5318110103,"AQ Gamer 1","Standard Black",16
2020-10-01,A5318110104,"AQ Gamer 1","Plus Firey Red",21
2020-10-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",7
2020-10-01,A5318110106,"AQ Gamer 1","Plus Black",13
2020-10-01,A5318110107,"AQ Gamer 1","Premium Black",16
2020-10-01,A5318110108,"AQ Gamer 1","Premium Misty Green",6
2020-10-01,A5419110201,"AQ Gamer 2","Standard Firey Red",9
2020-10-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",16
2020-10-01,A5419110203,"AQ Gamer 2","Standard Black",6
2020-10-01,A5419110204,"AQ Gamer 2","Plus Firey Red",8
2020-10-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",9
2020-10-01,A5419110206,"AQ Gamer 2","Plus Black",14
2020-10-01,A5419110207,"AQ Gamer 2","Premium Black",14
2020-10-01,A5419110208,"AQ Gamer 2","Premium Misty Green",5
2020-10-01,A5519110301,"AQ Gamer 3","Standard Firey Red",6
2020-10-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",15
2020-10-01,A5519110303,"AQ Gamer 3","Standard Black",6
2020-10-01,A5519110304,"AQ Gamer 3","Plus Firey Red",19
2020-10-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",5
2020-10-01,A5520110306,"AQ Gamer 3","Plus Black",15
2020-10-01,A5520110307,"AQ Gamer 3","Premium Black",17
2020-10-01,A5520110308,"AQ Gamer 3","Premium Misty Green",19
2020-10-01,A5620110401,"AQ Smash 1","Standard Firey Red",13
2020-10-01,A5620110402,"AQ Smash 1","Standard Cool Blue",16
2020-10-01,A5621110403,"AQ Smash 1","Standard Black",5
2020-10-01,A5621110404,"AQ Smash 1","Plus Firey Red",19
2020-10-01,A5621110405,"AQ Smash 1","Plus Cool Blue",22
2020-10-01,A5621110406,"AQ Smash 1","Plus Black",11
2020-10-01,A5621110407,"AQ Smash 1","Premium Black",13
2020-10-01,A5621110408,"AQ Smash 1","Premium Misty Green",13
2020-10-01,A5721110501,"AQ Smash 2","Standard Firey Red",21
2020-10-01,A5721110502,"AQ Smash 2","Standard Cool Blue",20
2020-10-01,A5721110503,"AQ Smash 2","Standard Black",17
2020-10-01,A5721110504,"AQ Smash 2","Plus Firey Red",15
2020-10-01,A5721110505,"AQ Smash 2","Plus Cool Blue",18
2020-10-01,A5721110506,"AQ Smash 2","Plus Black",16
2020-10-01,A5820110101,"AQ BZ Allin1","Standard 1",22
2020-10-01,A5820110102,"AQ BZ Allin1","Standard 2",11
2020-10-01,A5820110103,"AQ BZ Allin1","Standard 3",17
2020-10-01,A5820110104,"AQ BZ Allin1","Plus 1",7
2020-10-01,A5820110105,"AQ BZ Allin1","Plus 2",29
2020-10-01,A5820110106,"AQ BZ Allin1","Plus 3",25
2020-10-01,A5820110107,"AQ BZ Allin1","Premium 1",34
2020-10-01,A5821110108,"AQ BZ Allin1","Premium 2",32
2020-10-01,A6018110101,"AQ Home Allin1","Standard 1",2
2020-10-01,A6018110102,"AQ Home Allin1","Standard 2",6
2020-10-01,A6018110103,"AQ Home Allin1","Standard 3",2
2020-10-01,A6018110104,"AQ Home Allin1","Plus 1",7
2020-10-01,A6018110105,"AQ Home Allin1","Plus 2",6
2020-10-01,A6018110106,"AQ Home Allin1","Plus 3",7
2020-10-01,A6019110107,"AQ Home Allin1","Premium 1",3
2020-10-01,A6019110108,"AQ Home Allin1","Premium 2",2
2020-10-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",3
2020-10-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",7
2020-10-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",3
2020-10-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",7
2020-10-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",7
2020-10-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",5
2020-10-01,A6218160101,"AQ Digit SSD",Standard,565
2020-10-01,A6218160102,"AQ Digit SSD",Plus,1165
2020-10-01,A6219160103,"AQ Digit SSD",Premium,938
2020-10-01,A6319160201,"AQ Neuer SSD",Standard,979
2020-10-01,A6319160202,"AQ Neuer SSD",Plus,1330
2020-10-01,A6319160203,"AQ Neuer SSD",Premium,462
2020-10-01,A6419160301,"AQ Clx1",Standard,360
2020-10-01,A6419160302,"AQ Clx1",Plus,1276
2020-10-01,A6419160303,"AQ Clx1",Premium,1274
2020-10-01,A6519160401,"AQ Clx2",Standard,292
2020-10-01,A6520160402,"AQ Clx2",Plus,1030
2020-10-01,A6520160403,"AQ Clx2",Premium,581
2020-10-01,A6620160501,"AQ Clx3",Standard,387
2020-10-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,2256
2020-10-01,A6818160201,"AQ Pen Drive DRC",Standard,828
2020-10-01,A6818160202,"AQ Pen Drive DRC",Plus,2256
2020-10-01,A6819160203,"AQ Pen Drive DRC",Premium,1483
2020-10-01,A7118160101,"AQ Wi Power Dx1",Standard,507
2020-10-01,A7119160102,"AQ Wi Power Dx1",Plus,305
2020-10-01,A7119160103,"AQ Wi Power Dx1",Premium,618
2020-10-01,A7219160201,"AQ Wi Power Dx2",Standard,768
2020-10-01,A7220160202,"AQ Wi Power Dx2",Plus,685
2020-10-01,A7220160203,"AQ Wi Power Dx2",Premium,917
2020-10-01,A7321160301,"AQ Wi Power Dx3",Standard,479
2020-10-01,A7321160302,"AQ Wi Power Dx3",Plus,243
2020-10-01,A7321160303,"AQ Wi Power Dx3",Premium,586
2020-12-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,113
2020-12-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,172
2020-12-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,383
2020-12-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",199
2020-12-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,362
2020-12-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,409
2020-12-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,121
2020-12-01,A0320150301,"AQ Zion Saga",Standard,364
2020-12-01,A0321150302,"AQ Zion Saga",Plus,339
2020-12-01,A0321150303,"AQ Zion Saga",Premium,275
2020-12-01,A0418150103,"AQ Mforce Gen X","Standard 3",230
2020-12-01,A0418150104,"AQ Mforce Gen X","Plus 1",110
2020-12-01,A0418150105,"AQ Mforce Gen X","Plus 2",329
2020-12-01,A0418150106,"AQ Mforce Gen X","Plus 3",248
2020-12-01,A0519150201,"AQ Mforce Gen Y","Standard 1",126
2020-12-01,A0519150202,"AQ Mforce Gen Y","Standard 2",174
2020-12-01,A0519150203,"AQ Mforce Gen Y","Standard 3",356
2020-12-01,A0519150204,"AQ Mforce Gen Y","Plus 1",101
2020-12-01,A0519150205,"AQ Mforce Gen Y","Plus 2",178
2020-12-01,A0519150206,"AQ Mforce Gen Y","Plus 3",125
2020-12-01,A0519150207,"AQ Mforce Gen Y","Premium 1",48
2020-12-01,A0519150208,"AQ Mforce Gen Y","Premium 2",184
2020-12-01,A0619150301,"AQ Mforce Gen Z","Standard 1",84
2020-12-01,A0619150302,"AQ Mforce Gen Z","Standard 2",235
2020-12-01,A0620150303,"AQ Mforce Gen Z","Standard 3",325
2020-12-01,A0620150304,"AQ Mforce Gen Z","Plus 1",92
2020-12-01,A0620150305,"AQ Mforce Gen Z","Plus 2",335
2020-12-01,A0620150306,"AQ Mforce Gen Z","Plus 3",332
2020-12-01,A0621150307,"AQ Mforce Gen Z","Premium 1",352
2020-12-01,A0621150308,"AQ Mforce Gen Z","Premium 2",343
2020-12-01,A0721150401,"AQ GT 21",Standard,287
2020-12-01,A0721150402,"AQ GT 21","Plus 1",198
2020-12-01,A0721150403,"AQ GT 21","Plus 2",149
2020-12-01,A0721150404,"AQ GT 21",Premium,99
2020-12-01,A0821150501,"AQ Marquee P3",Standard,333
2020-12-01,A0821150502,"AQ Marquee P3","Plus 1",80
2020-12-01,A0821150503,"AQ Marquee P3","Plus 2",208
2020-12-01,A0821150504,"AQ Marquee P3",Premium,193
2020-12-01,A0921150601,"AQ Marquee P4",Standard,147
2020-12-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,281
2020-12-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,166
2020-12-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,350
2020-12-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,264
2020-12-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,46
2020-12-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,108
2020-12-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,50
2020-12-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,279
2020-12-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,349
2020-12-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,353
2020-12-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,262
2020-12-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,79
2020-12-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,41
2020-12-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,174
2020-12-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,88
2020-12-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,297
2020-12-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,210
2020-12-01,A1618150101,"AQ MB Elite",Standard,167
2020-12-01,A1618150102,"AQ MB Elite","Plus 1",80
2020-12-01,A1618150103,"AQ MB Elite","Plus 2",208
2020-12-01,A1618150104,"AQ MB Elite",Premium,167
2020-12-01,A1718150201,"AQ MB Crossx",Standard,164
2020-12-01,A1718150202,"AQ MB Crossx","Plus 1",142
2020-12-01,A1718150203,"AQ MB Crossx","Plus 2",127
2020-12-01,A1718150204,"AQ MB Crossx",Premium,191
2020-12-01,A1819150301,"AQ MB Crossx 2",Standard,57
2020-12-01,A1819150302,"AQ MB Crossx 2","Plus 1",53
2020-12-01,A1819150303,"AQ MB Crossx 2","Plus 2",126
2020-12-01,A1819150304,"AQ MB Crossx 2",Premium,102
2020-12-01,A1919150401,"AQ MB Lito",Standard,41
2020-12-01,A1919150402,"AQ MB Lito","Plus 1",131
2020-12-01,A1919150403,"AQ MB Lito","Plus 2",73
2020-12-01,A1920150404,"AQ MB Lito",Premium,207
2020-12-01,A2020150501,"AQ MB Lito 2",Standard,34
2020-12-01,A2020150502,"AQ MB Lito 2","Plus 1",148
2020-12-01,A2021150503,"AQ MB Lito 2","Plus 2",187
2020-12-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",921
2020-12-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1816
2020-12-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",1771
2020-12-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",584
2020-12-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",1123
2020-12-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",749
2020-12-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",1827
2020-12-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",640
2020-12-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",1333
2020-12-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",1842
2020-12-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",1595
2020-12-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401
2020-12-01,A2319150301,"AQ Gamers Ms","Standard 1",1587
2020-12-01,A2319150302,"AQ Gamers Ms","Standard 2",1250
2020-12-01,A2319150303,"AQ Gamers Ms","Plus 1",341
2020-12-01,A2319150304,"AQ Gamers Ms","Plus 2",1430
2020-12-01,A2319150305,"AQ Gamers Ms","Premium 1",1209
2020-12-01,A2319150306,"AQ Gamers Ms","Premium 2",389
2020-12-01,A2419150401,"AQ Lite Ms","Standard 1",513
2020-12-01,A2419150402,"AQ Lite Ms","Standard 2",1483
2020-12-01,A2419150403,"AQ Lite Ms","Plus 1",711
2020-12-01,A2419150404,"AQ Lite Ms","Plus 2",1183
2020-12-01,A2419150405,"AQ Lite Ms","Premium 1",846
2020-12-01,A2420150406,"AQ Lite Ms","Premium 2",1179
2020-12-01,A2520150501,"AQ Maxima Ms","Standard 1",1363
2020-12-01,A2520150502,"AQ Maxima Ms","Standard 2",1760
2020-12-01,A2520150503,"AQ Maxima Ms","Plus 1",1194
2020-12-01,A2520150504,"AQ Maxima Ms","Plus 2",1587
2020-12-01,A2520150505,"AQ Maxima Ms","Premium 1",1692
2020-12-01,A2520150506,"AQ Maxima Ms","Premium 2",1101
2020-12-01,A2620150601,"AQ Qwerty Ms","Standard 1",513
2020-12-01,A2620150602,"AQ Qwerty Ms","Standard 2",1584
2020-12-01,A2620150603,"AQ Qwerty Ms","Plus 1",1269
2020-12-01,A2620150604,"AQ Qwerty Ms","Plus 2",726
2020-12-01,A2620150605,"AQ Qwerty Ms","Premium 1",318
2020-12-01,A2620150606,"AQ Qwerty Ms","Premium 2",651
2020-12-01,A2720150701,"AQ Trigger Ms","Standard 1",565
2020-12-01,A2721150702,"AQ Trigger Ms","Standard 2",1501
2020-12-01,A2721150703,"AQ Trigger Ms","Plus 1",970
2020-12-01,A2721150704,"AQ Trigger Ms","Plus 2",977
2020-12-01,A2721150705,"AQ Trigger Ms","Premium 1",464
2020-12-01,A2721150706,"AQ Trigger Ms","Premium 2",573
2020-12-01,A2821150801,"AQ Lumina Ms","Standard 1",1142
2020-12-01,A2918150101,"AQ Master wired x1","Standard 1",1568
2020-12-01,A2918150102,"AQ Master wired x1","Standard 2",748
2020-12-01,A2918150103,"AQ Master wired x1","Plus 1",706
2020-12-01,A2918150104,"AQ Master wired x1","Plus 2",1071
2020-12-01,A2918150105,"AQ Master wired x1","Premium 1",1315
2020-12-01,A2918150106,"AQ Master wired x1","Premium 2",627
2020-12-01,A3018150201,"AQ Master wireless x1","Standard 1",1543
2020-12-01,A3018150202,"AQ Master wireless x1","Standard 2",1498
2020-12-01,A3018150203,"AQ Master wireless x1","Plus 1",431
2020-12-01,A3019150204,"AQ Master wireless x1","Plus 2",1324
2020-12-01,A3019150205,"AQ Master wireless x1","Premium 1",1236
2020-12-01,A3019150206,"AQ Master wireless x1","Premium 2",348
2020-12-01,A3119150301,"AQ Gamers ","Standard 1",247
2020-12-01,A3119150302,"AQ Gamers ","Standard 2",507
2020-12-01,A3119150303,"AQ Gamers ","Plus 1",317
2020-12-01,A3120150304,"AQ Gamers ","Plus 2",1384
2020-12-01,A3120150305,"AQ Gamers ","Premium 1",681
2020-12-01,A3120150306,"AQ Gamers ","Premium 2",744
2020-12-01,A3220150401,"AQ Lite","Standard 1",1118
2020-12-01,A3220150402,"AQ Lite","Standard 2",577
2020-12-01,A3220150403,"AQ Lite","Plus 1",596
2020-12-01,A3220150404,"AQ Lite","Plus 2",950
2020-12-01,A3220150405,"AQ Lite","Premium 1",1147
2020-12-01,A3220150406,"AQ Lite","Premium 2",1020
2020-12-01,A3320150501,"AQ Maxima","Standard 1",228
2020-12-01,A3320150502,"AQ Maxima","Standard 2",1191
2020-12-01,A3320150503,"AQ Maxima","Plus 1",377
2020-12-01,A3320150504,"AQ Maxima","Plus 2",539
2020-12-01,A3320150505,"AQ Maxima","Premium 1",247
2020-12-01,A3320150506,"AQ Maxima","Premium 2",1198
2020-12-01,A3420150601,"AQ Qwerty","Standard 1",310
2020-12-01,A3420150602,"AQ Qwerty","Standard 2",336
2020-12-01,A3421150603,"AQ Qwerty","Plus 1",523
2020-12-01,A3421150604,"AQ Qwerty","Plus 2",1350
2020-12-01,A3421150605,"AQ Qwerty","Premium 1",1128
2020-12-01,A3421150606,"AQ Qwerty","Premium 2",744
2020-12-01,A3521150701,"AQ Trigger","Standard 1",1188
2020-12-01,A3521150702,"AQ Trigger","Standard 2",1049
2020-12-01,A3521150703,"AQ Trigger","Plus 1",827
2020-12-01,A3521150704,"AQ Trigger","Plus 2",304
